id,api_uri,first_name,middle_name,last_name,date_of_birth,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,url,rss_url,contact_form,in_office,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct
C001066,https://api.propublica.org/congress/v1/members/C001066.json,Kathy,,Castor,1966-08-20,D,,USRepKCastor,USRepKathyCastor,RepKathyCastor,412195,1022874,53825,20708,N00027514,/m/0dq1v6,https://castor.house.gov/,https://castor.house.gov/news/rss.aspx,,true,-0.433,,12,2018,529,13,0,ocd-division/country:us/state:fl/cd:14,2052 Rayburn House Office Building,202-225-3376,202-225-5652,FL,14,false,1214,2.46,95.74
C001067,https://api.propublica.org/congress/v1/members/C001067.json,Yvette,D.,Clarke,1964-11-21,D,,RepYvetteClarke,repyvettedclarke,repyvetteclarke,412221,1022875,44741,20733,N00026961,/m/06h90t,https://clarke.house.gov/,https://clarke.house.gov/category/press-releases/feed/,,true,-0.602,,12,2018,529,9,0,ocd-division/country:us/state:ny/cd:9,2058 Rayburn House Office Building,202-225-6231,202-226-0112,NY,9,false,3609,1.7,95
C001068,https://api.propublica.org/congress/v1/members/C001068.json,Steve,,Cohen,1949-05-24,D,,RepCohen,CongressmanSteveCohen,repcohen,412236,1022876,24340,20748,N00003225,/m/04l8cr,https://cohen.house.gov/,https://cohen.house.gov/rss.xml,,true,-0.401,,12,2018,529,1,0,ocd-division/country:us/state:tn/cd:9,2404 Rayburn House Office Building,202-225-3265,202-225-5663,TN,9,false,4709,0.19,95.45
C001069,https://api.propublica.org/congress/v1/members/C001069.json,Joe,,Courtney,1953-04-06,D,,RepJoeCourtney,joecourtney,repcourtney,412193,1021284,30333,20706,N00024842,/m/0700nd,https://courtney.house.gov/,https://courtney.house.gov/rss.xml,,true,-0.344,,12,2018,529,3,0,ocd-division/country:us/state:ct/cd:2,2348 Rayburn House Office Building,202-225-2076,202-225-4977,CT,2,false,0902,0.57,95.82
C001072,https://api.propublica.org/congress/v1/members/C001072.json,André,,Carson,1974-10-16,D,,RepAndreCarson,CongressmanAndreCarson,repandrecarson,412258,1027364,84917,20757,N00029513,/m/03qcvz1,https://carson.house.gov/,https://carson.house.gov/rss.xml,,true,-0.428,,12,2018,529,12,0,ocd-division/country:us/state:in/cd:7,2135 Rayburn House Office Building,202-225-4011,202-225-5633,IN,7,false,1807,2.27,95.36
C001076,https://api.propublica.org/congress/v1/members/C001076.json,Jason,,Chaffetz,1967-03-26,R,,JasonInTheHouse,CongressmanJasonChaffetz,JasonChaffetz,412270,1031362,103482,20949,N00028958,/m/047blr4,http://clerk.house.gov/member_info/vacancies_pr.aspx?pr=house&amp;vid=111,,,false,0.647,,10,2018,344,45,0,ocd-division/country:us/state:ut/cd:3,2236 Rayburn House Office Building,202-225-7751,202-225-5629,UT,3,false,4903,13.08,98.33
C001077,https://api.propublica.org/congress/v1/members/C001077.json,Mike,,Coffman,1955-03-19,R,,RepMikeCoffman,repmikecoffman,CongressmanCoffman,412271,1031340,1535,20906,N00024753,/m/03gy95d,https://coffman.house.gov/,,,true,0.501,,10,2018,529,3,0,ocd-division/country:us/state:co/cd:6,2443 Rayburn House Office Building,202-225-7882,202-226-4623,CO,6,false,0806,0.57,92.97
C001078,https://api.propublica.org/congress/v1/members/C001078.json,Gerald,E.,Connolly,1950-03-30,D,,GerryConnolly,CongressmanGerryConnolly,repconnolly,412272,1015936,95078,20952,N00029891,/m/04f40kn,https://connolly.house.gov/,,,true,-0.302,,10,2018,529,1,0,ocd-division/country:us/state:va/cd:11,2238 Rayburn House Office Building,202-225-1492,202-225-3071,VA,11,false,5111,0.19,95.45
C001080,https://api.propublica.org/congress/v1/members/C001080.json,Judy,,Chu,1953-07-07,D,,RepJudyChu,RepJudyChu,RepJudyChu,412379,92573,16539,20955,N00030600,/m/0krsk2,https://chu.house.gov/,https://chu.house.gov/rss.xml,,true,-0.507,,12,2018,529,9,0,ocd-division/country:us/state:ca/cd:27,2423 Rayburn House Office Building,202-225-5464,202-225-5467,CA,27,false,0627,1.7,95.77
C001084,https://api.propublica.org/congress/v1/members/C001084.json,David,,Cicilline,1961-07-15,D,,RepCicilline,CongressmanDavidCicilline,RepDavidCicilline,412470,1033865,7349,21172,N00032019,/m/04t97v,https://cicilline.house.gov/,https://cicilline.house.gov/rss.xml,,true,-0.398,,8,2018,529,9,0,ocd-division/country:us/state:ri/cd:1,2244 Rayburn House Office Building,202-225-4911,202-225-3290,RI,1,false,4401,1.7,96.92
C001087,https://api.propublica.org/congress/v1/members/C001087.json,Rick,,Crawford,1966-01-22,R,,RepRickCrawford,RepRickCrawford,RepRickCrawford,412400,623259,119208,21106,N00030770,/m/0czb3pp,https://crawford.house.gov/,https://crawford.house.gov/news/rss.aspx,,true,0.357,,8,2018,529,16,0,ocd-division/country:us/state:ar/cd:1,2422 Rayburn House Office Building,202-225-4076,202-225-5602,AR,1,false,0501,3.02,98.64
C001090,https://api.propublica.org/congress/v1/members/C001090.json,Matt,,Cartwright,1961-05-01,D,,RepCartwright,CongressmanMattCartwright,,412571,79865,136236,21358,N00034128,/m/0j_6b9d,https://cartwright.house.gov/,https://cartwright.house.gov/rss.xml,,true,-0.405,,6,2018,529,2,0,ocd-division/country:us/state:pa/cd:17,1034 Longworth House Office Building,202-225-5546,570-341-1055,PA,17,false,4217,0.38,95.45
C001091,https://api.propublica.org/congress/v1/members/C001091.json,Joaquín,,Castro,1974-09-16,D,,JoaquinCastrotx,326420614138023,JoaquinCastroTX,412576,63974,49227,21362,N00033316,/m/0bmclg,https://castro.house.gov/,https://castro.house.gov/rss.xml,,true,-0.398,,6,2018,529,5,0,ocd-division/country:us/state:tx/cd:20,1221 Longworth House Office Building,202-225-3236,202-225-1915,TX,20,false,4820,0.95,95.99
C001092,https://api.propublica.org/congress/v1/members/C001092.json,Chris,,Collins,1950-05-20,R,,RepChrisCollins,RepChrisCollins,RepChrisCollins,412563,94144,139770,21345,N00001285,/m/03cv81x,https://chriscollins.house.gov/,https://chriscollins.house.gov/rss.xml,,true,0.369,,6,2018,529,36,0,ocd-division/country:us/state:ny/cd:27,1117 Longworth House Office Building,202-225-5265,202-225-5910,NY,27,false,3627,6.81,95.94
C001093,https://api.propublica.org/congress/v1/members/C001093.json,Doug,,Collins,1966-08-16,R,,RepDougCollins,RepresentativeDougCollins,repdougcollins,412531,79719,67851,21323,N00033518,/m/0lq9rkz,https://dougcollins.house.gov/,https://dougcollins.house.gov/rss/press-releases.xml,,true,0.654,,6,2018,529,5,0,ocd-division/country:us/state:ga/cd:9,1504 Longworth House Office Building,202-225-9893,202-226-1224,GA,9,false,1309,0.95,95.23
C001094,https://api.propublica.org/congress/v1/members/C001094.json,Paul,,Cook,1943-03-03,R,,RepPaulCook,RepPaulCook,RepPaulCook,412513,68278,58121,21305,N00034224,/m/0288t_6,https://cook.house.gov/,https://cook.house.gov/rss.xml,,true,0.409,,6,2018,529,1,0,ocd-division/country:us/state:ca/cd:8,1222 Longworth House Office Building,202-225-5861,202-225-6498,CA,8,false,0608,0.19,93.75
C001096,https://api.propublica.org/congress/v1/members/C001096.json,Kevin,,Cramer,1961-01-21,R,,RepKevinCramer,CongressmanKevinCramer,kevincramer,412555,7600,444,21350,N00004614,/m/02rhrnw,https://cramer.house.gov/,https://cramer.house.gov/rss.xml,,true,0.377,,6,2018,529,9,0,ocd-division/country:us/state:nd/cd:1,1717 Longworth House Office Building,202-225-2611,202-226-0893,ND,At-Large,true,3800,1.7,96.54
C001097,https://api.propublica.org/congress/v1/members/C001097.json,Tony,,Cardenas,1963-03-31,D,,RepCardenas,repcardenas,repcardenas,412517,63934,9754,21309,N00033373,/m/0cgzsw,https://cardenas.house.gov/,https://cardenas.house.gov/rss.xml,,true,-0.366,,6,2018,529,9,0,ocd-division/country:us/state:ca/cd:29,1510 Longworth House Office Building,202-225-6131,202-225-0819,CA,29,false,0629,1.7,95.38
C001101,https://api.propublica.org/congress/v1/members/C001101.json,Katherine,,Clark,1963-07-17,D,,RepKClark,CongresswomanClark,,412600,73178,35858,21375,N00035278,/m/0fpjc8b,https://katherineclark.house.gov/,,,true,-0.48,,6,2018,529,14,0,ocd-division/country:us/state:ma/cd:5,1415 Longworth House Office Building,202-225-2836,202-226-0092,MA,5,false,2505,2.65,96.7
C001103,https://api.propublica.org/congress/v1/members/C001103.json,Buddy,,Carter,1957-09-06,R,,RepBuddyCarter,congressmanbuddycarter,,412622,76158,32085,21513,N00035346,/m/0w32xj9,https://buddycarter.house.gov/,,,true,0.551,,4,2018,529,22,0,ocd-division/country:us/state:ga/cd:1,432 Cannon House Office Building,202-225-5831,202-226-2269,GA,1,false,1301,4.16,95.07
C001105,https://api.propublica.org/congress/v1/members/C001105.json,Barbara,,Comstock,1959-06-30,R,,RepComstock,RepBarbaraComstock,,412658,57186,112252,21555,N00036023,/m/02890yr,https://comstock.house.gov/,https://comstock.house.gov/rss.xml,,true,0.273,,4,2018,529,16,0,ocd-division/country:us/state:va/cd:10,229 Cannon House Office Building,202-225-5136,202-225-0437,VA,10,false,5110,3.02,93.76
C001106,https://api.propublica.org/congress/v1/members/C001106.json,Ryan,,Costello,1976-09-07,R,,RepRyanCostello,CongressmanRyanCostello,,412651,95125,133557,21547,N00031064,/m/0127dxsz,https://costello.house.gov/,https://costello.house.gov/rss.xml,,true,0.219,,4,2018,529,21,0,ocd-division/country:us/state:pa/cd:6,326 Cannon House Office Building,202-225-4315,202-225-8440,PA,6,false,4206,3.97,83.66
C001107,https://api.propublica.org/congress/v1/members/C001107.json,Carlos,,Curbelo,1980-03-01,R,,RepCurbelo,repcurbelo,,412621,70472,137676,21512,N00035403,/m/0127nzmk,https://curbelo.house.gov/,,,true,0.202,,4,2018,529,59,0,ocd-division/country:us/state:fl/cd:26,1404 Longworth House Office Building,202-225-2778,,FL,26,false,1226,11.15,84.47
C001108,https://api.propublica.org/congress/v1/members/C001108.json,James,,Comer,1972-08-19,R,,,congressmancomer,,412676,76619,35169,21565,N00038260,/m/0j65cf0,https://comer.house.gov/,,,true,0.528,,4,2018,529,3,0,ocd-division/country:us/state:ky/cd:1,1513 Longworth House Office Building,202-225-3115,,KY,1,false,2101,0.57,95.82
C001109,https://api.propublica.org/congress/v1/members/C001109.json,Liz,,Cheney,1966-07-28,R,,RepLizCheney,replizcheney,,412732,86147,145932,,N00035504,/m/04slt0,https://cheney.house.gov/,https://cheney.house.gov/rss.xml,,true,,,2,2018,529,6,0,ocd-division/country:us/state:wy/cd:1,416 Cannon House Office Building,202-225-2311,,WY,At-Large,true,5600,1.13,96.94
C001110,https://api.propublica.org/congress/v1/members/C001110.json,J.,Luis,Correa,1958-01-24,D,,,,,412688,46310,9732,,N00037260,/m/02q_np2,https://correa.house.gov/,,,true,,,2,2018,529,3,0,ocd-division/country:us/state:ca/cd:46,1039 Longworth House Office Building,202-225-2965,,CA,46,false,0646,0.57,91.44
C001111,https://api.propublica.org/congress/v1/members/C001111.json,Charlie,,Crist,1956-07-24,D,,repcharliecrist,RepCharlieCrist,,412697,7960,24311,,N00002942,/m/04jyvv,https://crist.house.gov/,,,true,,,2,2018,529,47,0,ocd-division/country:us/state:fl/cd:13,427 Cannon House Office Building,202-225-5961,,FL,13,false,1213,8.88,91.7
C001112,https://api.propublica.org/congress/v1/members/C001112.json,Salud,,Carbajal,1964-11-18,D,,RepCarbajal,repsaludcarbajal,,412686,104728,81569,,N00037015,/g/11c2q53dct,https://carbajal.house.gov/,https://carbajal.house.gov/rss.xml,,true,,,2,2018,529,1,0,ocd-division/country:us/state:ca/cd:24,212 Cannon House Office Building,202-225-3601,,CA,24,false,0624,0.19,95.08
D000096,https://api.propublica.org/congress/v1/members/D000096.json,Danny,K.,Davis,1941-09-06,D,,RepDannyDavis,280757931935749,dannykdavis07,400093,44325,233,29717,N00004884,/m/0256k7,https://davis.house.gov/,https://davis.house.gov/rss/press-releases.xml,,true,-0.489,,22,2018,529,58,0,ocd-division/country:us/state:il/cd:7,2159 Rayburn House Office Building,202-225-5006,202-225-5641,IL,7,false,1707,10.96,96.39
D000191,https://api.propublica.org/congress/v1/members/D000191.json,Peter,A.,DeFazio,1947-05-27,D,,RepPeterDeFazio,RepPeterDeFazio,PeterDeFazio,400100,6068,27037,15410,N00007781,/m/033ttx,https://defazio.house.gov/,https://defazio.house.gov/rss.xml,,true,-0.429,,32,2018,529,12,2,ocd-division/country:us/state:or/cd:4,2134 Rayburn House Office Building,202-225-6416,,OR,4,false,4104,2.27,93.23
D000197,https://api.propublica.org/congress/v1/members/D000197.json,Diana,,DeGette,1957-07-29,D,,RepDianaDeGette,DianaDeGette,RepDianaDeGette,400101,90293,561,29710,N00006134,/m/024z95,https://degette.house.gov/,https://degette.house.gov/rss.xml,,true,-0.435,,22,2018,529,49,0,ocd-division/country:us/state:co/cd:1,2111 Rayburn House Office Building,202-225-4431,202-225-5657,CO,1,false,0801,9.26,96.88
D000216,https://api.propublica.org/congress/v1/members/D000216.json,Rosa,,DeLauro,1943-03-02,D,,RosaDeLauro,CongresswomanRosaDeLauro,rosadelauro,400103,19040,26788,29109,N00000615,/m/024zn0,https://delauro.house.gov/,,,true,-0.418,,28,2018,529,58,0,ocd-division/country:us/state:ct/cd:3,2413 Rayburn House Office Building,202-225-3661,202-225-4890,CT,3,false,0903,10.96,96.6
D000399,https://api.propublica.org/congress/v1/members/D000399.json,Lloyd,,Doggett,1946-10-06,D,,RepLloydDoggett,lloyddoggett,doggett,400111,36810,21689,29571,N00006023,/m/03flzn,https://doggett.house.gov/,,,true,-0.402,,24,2018,529,5,0,ocd-division/country:us/state:tx/cd:35,2307 Rayburn House Office Building,202-225-4865,202-225-3073,TX,35,false,4835,0.95,96.37
D000482,https://api.propublica.org/congress/v1/members/D000482.json,Mike,,Doyle,1953-08-05,D,,USRepMikeDoyle,usrepmikedoyle,CongressmanDoyle,400114,36774,21853,29561,N00001373,/m/03tqjg,https://doyle.house.gov/,https://doyle.house.gov/rss.xml,,true,-0.325,,24,2018,529,4,0,ocd-division/country:us/state:pa/cd:14,239 Cannon House Office Building,202-225-2135,202-225-3084,PA,14,false,4214,0.76,95.81
D000533,https://api.propublica.org/congress/v1/members/D000533.json,John,J.,Duncan Jr.,1947-07-21,R,,RepJohnDuncanJr,CongressmanDuncan,RepJohnDuncan,400116,6114,27069,15455,N00003209,/m/0450rl,https://duncan.house.gov/,https://duncan.house.gov/rss.xml,,true,0.598,,32,2018,529,12,0,ocd-division/country:us/state:tn/cd:2,2207 Rayburn House Office Building,202-225-5435,202-225-6440,TN,2,false,4702,2.27,91.3
D000598,https://api.propublica.org/congress/v1/members/D000598.json,Susan,A.,Davis,1944-04-13,D,,RepSusanDavis,RepSusanDavis,,400097,85595,8168,20108,N00009604,/m/024xs5,https://susandavis.house.gov/,https://susandavis.house.gov/rss.xml,,true,-0.345,,18,2018,529,24,0,ocd-division/country:us/state:ca/cd:53,1214 Longworth House Office Building,202-225-2040,202-225-2948,CA,53,false,0653,4.54,96.63
D000600,https://api.propublica.org/congress/v1/members/D000600.json,Mario,,Diaz-Balart,1961-09-25,R,,MarioDB,mdiazbalart,MarioDiazBalart,400108,1003562,24312,20316,N00025337,/m/02536z,https://mariodiazbalart.house.gov/,https://mariodiazbalart.house.gov/rss.xml,,true,0.278,,16,2018,529,77,0,ocd-division/country:us/state:fl/cd:25,440 Cannon House Office Building,202-225-4211,202-225-8576,FL,25,false,1225,14.56,92.92
D000604,https://api.propublica.org/congress/v1/members/D000604.json,Charlie,,Dent,1960-05-24,R,,RepCharlieDent,CongressmanDent,CongressmanDent,400648,1011395,9121,20526,N00026171,/m/04fcm3,https://dent.house.gov/,https://dent.house.gov/?a=RSS.Feed,,true,0.242,,14,2018,529,4,0,ocd-division/country:us/state:pa/cd:15,2082 Rayburn House Office Building,202-225-6411,202-226-0778,PA,15,false,4215,0.76,90.48
D000610,https://api.propublica.org/congress/v1/members/D000610.json,Ted,,Deutch,1966-05-07,D,,RepTedDeutch,CongressmanTedDeutch,congressmanteddeutch,412385,9267613,67151,20959,N00031317,/m/03cg3qs,https://teddeutch.house.gov/,https://teddeutch.house.gov/news/rss.aspx,,true,-0.419,,10,2018,529,62,0,ocd-division/country:us/state:fl/cd:22,2447 Rayburn House Office Building,202-225-3001,202-225-5974,FL,22,false,1222,11.72,95.72
D000612,https://api.propublica.org/congress/v1/members/D000612.json,Jeffrey,,Denham,1967-07-29,R,,RepJeffDenham,RepJeffDenham,repjeffdenham,412403,623287,28769,21109,N00031593,/m/02q4gng,https://denham.house.gov/,,,true,0.315,,8,2018,529,2,0,ocd-division/country:us/state:ca/cd:10,1730 Longworth House Office Building,202-225-4540,202-225-3402,CA,10,false,0610,0.38,90.7
D000614,https://api.propublica.org/congress/v1/members/D000614.json,Sean,,Duffy,1971-10-03,R,,RepSeanDuffy,RepSeanDuffy,RepSeanDuffy,412488,623570,126238,21189,N00030967,/m/026m6hd,https://duffy.house.gov/,https://duffy.house.gov/rss.xml,,true,0.514,,8,2018,529,18,0,ocd-division/country:us/state:wi/cd:7,2330 Rayburn House Office Building,202-225-3365,202-225-3240,WI,7,false,5507,3.4,94.32
D000615,https://api.propublica.org/congress/v1/members/D000615.json,Jeffrey,,Duncan,1966-01-07,R,,RepJeffDuncan,RepJeffDuncan,congjeffduncan,412472,62713,47967,21174,N00030752,/m/0ddgp1k,https://jeffduncan.house.gov/,https://jeffduncan.house.gov/rss.xml,,true,0.74,,8,2018,529,23,0,ocd-division/country:us/state:sc/cd:3,2229 Rayburn House Office Building,202-225-5301,202-225-3216,SC,3,false,4503,4.35,96.84
D000616,https://api.propublica.org/congress/v1/members/D000616.json,Scott,,DesJarlais,1964-02-21,R,,DesJarlaisTN04,ScottDesJarlaisTN04,ScottDesJarlaisTN04,412477,623517,123473,21179,N00030957,/m/09k4h2_,https://desjarlais.house.gov/,https://desjarlais.house.gov/rss.xml,,true,0.588,,8,2018,529,9,0,ocd-division/country:us/state:tn/cd:4,2301 Rayburn House Office Building,202-225-6831,202-226-5172,TN,4,false,4704,1.7,97.5
D000617,https://api.propublica.org/congress/v1/members/D000617.json,Suzan,K.,DelBene,1962-02-17,D,,RepDelBene,RepDelBene,,412505,1033929,126272,31101,N00030693,/m/05p0dnk,https://delbene.house.gov/,https://delbene.house.gov/rss.xml,,true,-0.275,,8,2018,529,2,0,ocd-division/country:us/state:wa/cd:1,2442 Rayburn House Office Building,202-225-6311,202-226-1606,WA,1,false,5301,0.38,95.45
D000619,https://api.propublica.org/congress/v1/members/D000619.json,Rodney,,Davis,1970-01-05,R,,RodneyDavis,RepRodneyDavis,RepRodneyDavis,412536,68337,9622,21328,N00034784,/m/0jwttjt,https://rodneydavis.house.gov/,,,true,0.302,,6,2018,529,36,0,ocd-division/country:us/state:il/cd:13,1740 Longworth House Office Building,202-225-2371,217-791-6168,IL,13,false,1713,6.81,90.26
D000620,https://api.propublica.org/congress/v1/members/D000620.json,John,,Delaney,1963-04-16,D,,RepJohnDelaney,congressmanjohndelaney,repjohndelaney,412544,68432,135143,21334,N00033897,/m/09g8h5d,https://delaney.house.gov/,https://delaney.house.gov/rss.xml,,true,-0.273,,6,2018,529,8,0,ocd-division/country:us/state:md/cd:6,1632 Longworth House Office Building,202-225-2721,202-225-2193,MD,6,false,2406,1.51,95.2
D000621,https://api.propublica.org/congress/v1/members/D000621.json,Ron,,DeSantis,1978-09-14,R,,RepDeSantis,RepDeSantis,RepRonDeSantis,412526,79744,137630,21318,N00034746,/m/0l8mn35,https://desantis.house.gov/,,,true,0.659,,2,2018,529,36,0,ocd-division/country:us/state:fl/cd:6,1524 Longworth House Office Building,202-225-2706,202-226-6299,FL,6,false,1206,6.81,94.73
D000623,https://api.propublica.org/congress/v1/members/D000623.json,Mark,,DeSaulnier,1952-03-31,D,,RepDeSaulnier,RepMarkDeSaulnier,,412613,61736,,21504,N00030709,/m/0289gkw,https://desaulnier.house.gov/,https://desaulnier.house.gov/rss.xml,,true,-0.54,,4,2018,529,2,0,ocd-division/country:us/state:ca/cd:11,115 Cannon House Office Building,202-225-2095,202-225-5609,CA,11,false,0611,0.38,95.26
D000624,https://api.propublica.org/congress/v1/members/D000624.json,Debbie,,Dingell,1953-11-23,D,,RepDebDingell,RepDebbieDingell,,412637,20818,152482,21529,N00036149,/m/03m4188,https://debbiedingell.house.gov/,https://debbiedingell.house.gov/rss.xml,,true,-0.453,,4,2018,529,6,0,ocd-division/country:us/state:mi/cd:12,116 Cannon House Office Building,202-225-4071,202-226-0371,MI,12,false,2612,1.13,97.9
D000625,https://api.propublica.org/congress/v1/members/D000625.json,Daniel,M.,Donovan,1956-11-06,R,,RepDanDonovan,RepDanDonovan,,412672,74763,127760,,N00036928,/m/0c036qd,https://donovan.house.gov/,https://donovan.house.gov/rss.xml,,true,,,4,2018,529,3,0,ocd-division/country:us/state:ny/cd:11,1541 Longworth House Office Building,202-225-3371,,NY,11,false,3611,0.57,90.87
D000626,https://api.propublica.org/congress/v1/members/D000626.json,Warren,,Davidson,1970-03-01,R,,WarrenDavidson,CongressmanWarrenDavidson,,412675,102555,166760,21564,N00038767,/g/11cmmch3q8,https://davidson.house.gov/,,,true,0.72,,4,2018,529,4,0,ocd-division/country:us/state:oh/cd:8,1004 Longworth House Office Building,202-225-6205,,OH,8,false,3908,0.76,96.19
D000627,https://api.propublica.org/congress/v1/members/D000627.json,Val,,Demings,1957-03-12,D,,RepValDemings,RepresentativeValDemings,,412696,623713,137637,,N00033449,/m/0n52xwn,https://demings.house.gov/,,,true,,,2,2018,529,11,0,ocd-division/country:us/state:fl/cd:10,238 Cannon House Office Building,202-225-2176,,FL,10,false,1210,2.08,96.53
D000628,https://api.propublica.org/congress/v1/members/D000628.json,Neal,,Dunn,1953-02-16,R,,drnealdunnfl2,drnealdunnfl2,,412691,104529,166297,,N00037442,/g/11c2ld4vv7,https://dunn.house.gov/,,,true,,,2,2018,529,9,0,ocd-division/country:us/state:fl/cd:2,423 Cannon House Office Building,202-225-5235,,FL,2,false,1202,1.7,97.31
E000179,https://api.propublica.org/congress/v1/members/E000179.json,Eliot,L.,Engel,1947-02-18,D,,RepEliotEngel,RepEliotLEngel,engel2161,400122,6109,26972,15603,N00001003,/m/03tt1r,https://engel.house.gov/,https://engel.house.gov/rss/latest-news1.xml,,true,-0.407,,30,2018,529,33,0,ocd-division/country:us/state:ny/cd:16,2462 Rayburn House Office Building,202-225-2464,202-225-5513,NY,16,false,3616,6.24,95.77
E000215,https://api.propublica.org/congress/v1/members/E000215.json,Anna,G.,Eshoo,1942-12-13,D,,RepAnnaEshoo,RepAnnaEshoo,RepAnnaEshoo,400124,26130,26741,29312,N00007335,/m/024t6x,https://eshoo.house.gov/,http://eshoo.house.gov/category/news-stories/press-releases/feed/,,true,-0.383,,26,2018,529,1,0,ocd-division/country:us/state:ca/cd:18,241 Cannon House Office Building,202-225-8104,202-225-8890,CA,18,false,0618,0.19,96.59
E000288,https://api.propublica.org/congress/v1/members/E000288.json,Keith,,Ellison,1963-08-04,D,,KeithEllison,Keith.Ellison,RepKeithEllison,412215,1022556,38982,20727,N00028257,/m/0dlwms,https://ellison.house.gov/,,,true,-0.537,,12,2018,529,16,1,ocd-division/country:us/state:mn/cd:5,2263 Rayburn House Office Building,202-225-4755,202-225-4886,MN,5,false,2705,3.02,93.76
E000293,https://api.propublica.org/congress/v1/members/E000293.json,Elizabeth,,Esty,1959-08-25,D,,RepEsty,RepEsty,RepEsty,412524,1020906,72826,21316,N00033217,/m/0l8ll7_,https://esty.house.gov/,,,true,-0.307,,6,2018,528,2,0,ocd-division/country:us/state:ct/cd:5,221 Cannon House Office Building,202-225-4476,202-225-5933,CT,5,false,0905,0.38,95.82
E000294,https://api.propublica.org/congress/v1/members/E000294.json,Tom,,Emmer,1961-03-03,R,,RepTomEmmer,reptomemmer,,412639,75567,38894,21531,N00035440,/m/06w2w3l,https://emmer.house.gov/,https://emmer.house.gov/rss.xml,,true,0.424,,4,2018,529,5,0,ocd-division/country:us/state:mn/cd:6,315 Cannon House Office Building,202-225-2331,202-225-6475,MN,6,false,2706,0.95,94.85
E000296,https://api.propublica.org/congress/v1/members/E000296.json,Dwight,,Evans,1954-05-16,D,,,,,412677,56729,9128,21566,N00038450,/m/03y8h6m,https://evans.house.gov/,,,true,-0.528,,4,2018,529,7,1,ocd-division/country:us/state:pa/cd:2,1105 Longworth House Office Building,202-225-4001,,PA,2,false,4202,1.32,95.21
E000297,https://api.propublica.org/congress/v1/members/E000297.json,Adriano,,Espaillat,1954-09-27,D,,RepEspaillat,RepEspaillat,,412718,68413,14379,,N00034549,/m/06nfs2,https://espaillat.house.gov/,https://espaillat.house.gov/rss.xml,,true,,,2,2018,529,5,0,ocd-division/country:us/state:ny/cd:13,1630 Longworth House Office Building,202-225-4365,202-225-0816,NY,13,false,3613,0.95,95.8
E000298,https://api.propublica.org/congress/v1/members/E000298.json,Ron,,Estes,1956-07-19,R,,RepRonEstes,RepRonEstes,,412735,107963,125031,,N00040712,/m/0gfgsrm,https://estes.house.gov/,,,true,,,2,2018,307,1,0,ocd-division/country:us/state:ks/cd:4,,,,KS,4,false,2004,0.33,96.73
F000372,https://api.propublica.org/congress/v1/members/F000372.json,Rodney,,Frelinghuysen,1946-04-29,R,,USRepRodney,rfrelinghuysen,RepFrelinghuysen,400142,37781,22177,29541,N00000684,/m/03bktp,https://frelinghuysen.house.gov/,https://frelinghuysen.house.gov/rss/top-news.xml,,true,0.288,,24,2018,529,3,0,ocd-division/country:us/state:nj/cd:11,2306 Rayburn House Office Building,202-225-5034,202-225-3186,NJ,11,false,3411,0.57,95.44
F000448,https://api.propublica.org/congress/v1/members/F000448.json,Trent,,Franks,1957-06-19,R,,RepTrentFranks,TrentFranks,,400141,1003550,28399,20304,N00006423,/m/024p5b,https://franks.house.gov/,https://franks.house.gov/rss.xml,,true,0.75,,16,2018,529,15,0,ocd-division/country:us/state:az/cd:8,2435 Rayburn House Office Building,202-225-4576,202-225-6328,AZ,8,false,0408,2.84,94.75
F000449,https://api.propublica.org/congress/v1/members/F000449.json,Jeff,,Fortenberry,1960-12-27,R,,JeffFortenberry,jefffortenberry,JeffFortenberry,400640,1013049,41929,20518,N00026631,/m/04fcch,https://fortenberry.house.gov/,https://fortenberry.house.gov/rss.xml,,true,0.301,,14,2018,529,13,0,ocd-division/country:us/state:ne/cd:1,1514 Longworth House Office Building,202-225-4806,202-225-5686,NE,1,false,3101,2.46,91.28
F000450,https://api.propublica.org/congress/v1/members/F000450.json,Virginia,,Foxx,1943-06-29,R,,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,400643,1013052,6051,20521,N00026166,/m/02b5dz,https://foxx.house.gov/,https://foxx.house.gov/news/rss.aspx,,true,0.649,,12,2018,529,0,0,ocd-division/country:us/state:nc/cd:5,2262 Rayburn House Office Building,202-225-2071,202-225-2995,NC,5,false,3705,0,94.71
F000454,https://api.propublica.org/congress/v1/members/F000454.json,Bill,,Foster,1955-10-07,D,,RepBillFoster,CongressmanBillFoster,RepBillFoster,412257,1027346,101632,20749,N00029139,/m/02rq8nc,https://foster.house.gov/,https://foster.house.gov/rss.xml,,true,-0.22,,6,2018,529,0,0,ocd-division/country:us/state:il/cd:11,1224 Longworth House Office Building,202-225-3515,202-225-9420,IL,11,false,1711,0,96.6
